ID;name;Age;Gender;Color1;Color2;Size;Breed;Date_found;Adoptable_from;Posted;Coat;Neutered;HouseBroker;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in;;;;;;;;;;;;;;;;;;;;;;;
1758;Nemesbikki Pandóra;4.08;female;striped;;small;Bull Terrier Mix;10/01/2019;10/01/2019;10/22/2019;short;no;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1034;Szegedi Galagonya;0.92;male;white;;medium;Greyhound Mix;10/29/2019;10/30/2019;10/29/2019;short;yes;;yes;;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
4464;Greta;0.67;female;black;;small;Unknown Mix;10/25/2019;10/25/2019;10/27/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1028;Csengersimai Zumba;0.5;male;black;white;medium;Greyhound Mix;10/21/2019;11/15/2019;10/23/2019;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
2106;Kormi;6.5;male;black;;medium;Unknown Mix;10/07/2019;10/07/2019;10/27/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23692;Bony;1.08;male;gray;black;large;Unknown Mix;10/25/2019;10/25/2019;10/26/2019;wirehaired;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Igor;3.08;male;black;white;medium;Border Collie Mix;09/10/2019;09/10/2019;10/28/2019;medium;;yes;yes;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;
4462;Jeremy;5.08;male;apricot;;small;Unknown Mix;10/20/2019;10/20/2019;10/27/2019;short;;;yes;;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1762;Pulcsi;11.08;female;black;;medium;Puli Mix;4/15/2019;4/15/2019;10/23/2019;long;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
4465;Daniel;0.67;male;black;brown;small;Unknown Mix;10/22/2019;10/22/2019;10/27/2019;medium;;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1759;Miskolci Ábel;9.08;male;yellow;brown;medium;Unknown Mix;6/30/2019;7/30/2019;10/23/2019;long;yes;yes;yes;no;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1760;Monori Lucia;6.25;female;black;white;small;Unknown Mix;7/27/2019;09/01/2019;10/23/2019;short;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
3504;Kinga;1.17;female;black;brown;medium;Terrier Mix;10/11/2019;11/16/2019;10/20/2019;wirehaired;;;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1764;Ócsai Pici;12.08;male;gray;black;medium;Unknown Mix;10/22/2019;10/22/2019;10/30/2019;wirehaired;no;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4463;Gufi;0.67;male;black;;small;Unknown Mix;10/25/2019;10/25/2019;10/27/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4453;Lamoborgini;1.08;male;black;white;medium;Unknown Mix;10/18/2019;10/18/2019;10/18/2019;long;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2865;Beki;7.17;female;yellow;;large;Labrador Retriever;05/01/2019;05/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025;Kaposvári Remény;0.58;male;striped;;medium;Greyhound Mix;07/01/2019;08/02/2019;10/19/2019;short;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
2864;Zsömi;5.17;male;yellow;;large;Golden Retriever, Labrador Retriever Mix;04/11/2019;04/11/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027;Kaposvári Szikra;0.58;male;striped;;medium;Greyhound Mix;07/01/2019;08/01/2019;10/19/2019;short;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
4451;Jessie;1.17;female;brown;white;medium;Unknown Mix;9/20/2019;9/20/2019;10/18/2019;short;yes;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2868;Sally;7.17;female;golden;;large;Golden Retriever;10/08/2019;10/08/2019;10/11/2019;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1749;Kakucsi Hazel;0.25;female;yellow;brown;medium;German Shepherd Dog, Staffordshire Terrier Mix;10/15/2019;10/15/2019;10/15/2019;short;no;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4457;Babi;1.17;female;apricot;;medium;Unknown Mix;9/21/2019;9/21/2019;10/18/2019;short;yes;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2866;Brunó;3.17;male;yellow;;large;Labrador Retriever;5/31/2019;5/31/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4455;Ewoki;3;female;black;white;small;Unknown Mix;9/27/2019;9/27/2019;10/18/2019;long;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1751;Kunhegyesi Fickó;1.5;male;gray;;medium;Unknown Mix;10/16/2019;10/16/2019;10/16/2019;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2867;Bodza;1.17;female;yellow;;medium;Labrador Retriever;06/01/2019;06/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23679;;4.08;male;striped;;large;Unknown Mix;10/19/2019;11/03/2019;10/19/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1750;Sátoraljaújhelyi Parázs;1.08;male;brown;;medium;German Shepherd Dog Mix;10/15/2019;10/15/2019;10/16/2019;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23660;Dzsidzso;3.67;male;brown;white;medium;Staffordshire Terrier Mix;10/11/2019;10/26/2019;10/12/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4456;Boy;1.17;male;black;brown;medium;Unknown Mix;9/21/2019;9/21/2019;10/18/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
615;Colin;0.92;male;black;white;medium;Border Collie Mix;05/06/2019;05/06/2019;10/14/2019;medium;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
4454;Poppy;0.5;female;brown;white;small;Dachshund, Spaniel Mix;10/17/2019;10/17/2019;10/18/2019;medium;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23661;Rapi;10.42;male;black;white;medium;Unknown Mix;10/12/2019;10/27/2019;10/12/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2856;Rizi;11.17;female;yellow;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3492;Berci;6.25;male;tricolor;;medium;Unknown Mix;9/27/2019;9/27/2019;10/06/2019;short;yes;;yes;;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
1738;Ócsai Lajka;1;male;yellow;brown;medium;Labrador Retriever Mix;10/07/2019;10/21/2019;10/07/2019;short;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2863;Maxi;4.17;male;golden;;large;Golden Retriever;4/13/2019;4/13/2019;10/11/2019;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2859;Hummer;3.17;male;yellow;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3487;Kleo;0.5;female;black;;medium;Unknown Mix;09/10/2019;10/26/2019;10/06/2019;medium;yes;;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2855;Mefi;13.17;female;black;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3490;Joker;4.58;male;brown;;medium;Unknown Mix;9/16/2019;9/16/2019;10/06/2019;wirehaired;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4443;Sayla;1.25;female;black;brown;small;Spaniel Mix;9/29/2019;9/29/2019;10/06/2019;medium;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3491;Sárika;1.25;female;brown;;medium;Chinese Shar-Pei Mix;9/17/2019;11/16/2019;10/06/2019;wirehaired;;;;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2857;Fickó;11.17;male;yellow;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4445;Tristan;0.42;male;gray;white;medium;Unknown Mix;9/13/2019;9/13/2019;10/06/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2853;Berci;12.17;male;yellow;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2852;Lucky;12.17;male;black;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3493;Janek;1.25;male;black;;small;Dachshund Mix;9/28/2019;11/02/2019;10/06/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2858;Boni;11.17;male;golden;;large;Golden Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2862;Gray;6.17;male;yellow;;large;Labrador Retriever;2/21/2019;2/21/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2860;Bubuka;6.17;male;black;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2854;Beni;11.17;male;yellow;;large;Labrador Retriever;01/01/2019;01/01/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2861;Erl;8.17;male;yellow;;large;Labrador Retriever;2/21/2019;2/21/2019;10/11/2019;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4425;Tália;1.58;female;apricot;;small;Pinscher Mix;9/15/2019;9/15/2019;9/28/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4420;Amarillys;0.67;male;black;brown;medium;German Shepherd Dog Mix;8/24/2019;8/24/2019;9/28/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4417;Latte;0.25;female;black;;medium;Unknown Mix;9/21/2019;9/21/2019;9/28/2019;medium;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4404;Ronaldo;0.33;male;apricot;;medium;Unknown Mix;08/05/2019;08/05/2019;9/28/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4440;Emmi;0.92;female;black;brown;small;Unknown Mix;08/11/2019;08/11/2019;9/28/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4406;Ramona;0.33;female;apricot;;medium;Unknown Mix;08/05/2019;08/05/2019;9/28/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23623;;2.17;male;striped;;medium;Staffordshire Terrier Mix;9/22/2019;10/07/2019;9/24/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4441;Kyoko;1.25;male;striped;;large;Akita Mix;09/10/2019;09/10/2019;9/28/2019;medium;;;yes;yes;;;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3486;Hunor;1.25;male;brown;white;medium;Unknown Mix;09/10/2019;09/10/2019;10/06/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1024;Kaposvári Rómeó;0.33;male;striped;;medium;Greyhound Mix;10/04/2019;10/06/2019;10/05/2019;short;;;yes;yes;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
1023;Kaposvári Júlia;0.33;female;striped;;medium;Greyhound Mix;10/04/2019;10/06/2019;10/05/2019;short;;;yes;yes;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
2083;Elsa;2.33;female;brown;;medium;Unknown Mix;09/05/2019;09/05/2019;9/27/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;Jaki;11.17;male;red;white;small;Unknown Mix;9/26/2019;9/26/2019;9/26/2019;medium;yes;yes;yes;;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
4411;Tonja;0.42;male;black;white;small;Unknown Mix;9/13/2019;9/13/2019;9/28/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23646;Robi;9.17;male;sable;;large;German Shepherd Dog Mix;10/05/2019;10/05/2019;10/05/2019;medium;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4415;Melange;0.25;female;brown;;medium;Unknown Mix;9/21/2019;9/21/2019;9/28/2019;medium;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4439;Andres;0.25;male;black;;small;Unknown Mix;9/18/2019;9/18/2019;9/28/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4418;Capuccino;0.25;male;black;;medium;Unknown Mix;9/21/2019;9/21/2019;9/28/2019;medium;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2086;Lili;3.5;female;brown;;large;Unknown Mix;09/05/2019;09/05/2019;9/27/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4407;Zora;1.17;female;apricot;;medium;Unknown Mix;08/05/2019;08/05/2019;9/28/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1727;Siófoki Olívia;5.25;male;apricot;;medium;Jagd Terrier Mix;09/01/2019;9/20/2019;9/19/2019;short;;yes;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4401;Diana;0.67;female;black;brown;small;Unknown Mix;8/24/2019;8/24/2019;9/15/2019;medium;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3484;Folti;7.33;male;tricolor;;medium;Fox Terrier Mix;08/03/2019;08/03/2019;09/04/2019;wirehaired;;;yes;;;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
680;Rozi;3.25;female;saddle black;;large;Unknown Mix;5/22/2019;5/22/2019;09/03/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23577;Pajti;6.92;male;tricolor;;medium;Unknown Mix;09/09/2019;9/24/2019;09/09/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;Esztergomi Dodó;4.33;male;black;white;large;English Greyhound Mix;9/17/2019;9/19/2019;9/19/2019;short;yes;yes;yes;;yes;yes;no;flat;;;;;;;;;;;;;;;;;;;;;;;
682;Hiro;1.67;female;brown;white;small;Fox Terrier Mix;09/01/2019;09/01/2019;9/21/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
681;Kifli;11.75;female;yellow;brown;medium;Golden Retriever Mix;7/19/2019;7/19/2019;09/03/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23606;Foltos;5.17;male;black;white;medium;Unknown Mix;8/15/2019;8/30/2019;9/17/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4402;Bambi;0.75;female;brown;;medium;Unknown Mix;09/05/2019;09/05/2019;9/15/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3485;Imrus;0.58;male;black;;medium;Mudi Mix;09/04/2019;10/12/2019;09/05/2019;short;;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2062;Lili;3.5;female;brown;;large;Cane Corso Mix;08/08/2019;08/08/2019;09/06/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23607;Suba;6.17;male;black;;large;Unknown Mix;9/16/2019;10/01/2019;9/19/2019;long;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2065;Elsa;2.33;female;brown;;medium;Unknown Mix;09/05/2019;09/05/2019;09/12/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1724;Hejõbábai Gyömbér;2.08;female;white;;small;Poodle Mix;09/12/2019;09/12/2019;9/14/2019;medium;yes;;yes;no;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
1716;Újhartyáni Puding;1.08;female;yellow;brown;medium;Staffordshire Terrier Mix;09/05/2019;09/05/2019;09/05/2019;short;yes;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1019;Nagybajomi Boldizsár;5.92;male;yellow;brown;medium;Unknown Mix;09/05/2019;9/17/2019;9/17/2019;short;yes;yes;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
4403;Pocak;0.42;male;black;;medium;Unknown Mix;09/01/2019;09/01/2019;9/15/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3477;Huba;0.5;male;brown;;medium;Unknown Mix;08/07/2019;08/07/2019;09/04/2019;short;;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1017;Gyömrõi Barbi;1.5;female;spotty;;medium;Hungarian Greyhound Mix;7/22/2019;08/01/2019;09/05/2019;short;yes;yes;yes;yes;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
1192;Argo;2.42;male;black;;large;German Dog;04/12/2018;04/12/2018;8/28/2019;short;yes;;yes;yes;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;
4394;Anna;0.42;female;black;;medium;Unknown Mix;08/03/2019;08/03/2019;8/22/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1692;Miskolci Minerva;1.67;female;brown;;medium;German Shepherd Dog Mix;8/23/2019;09/06/2019;8/23/2019;short;yes;;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1189;Peter Parker;3.67;male;black;;large;German Dog;07/06/2018;07/06/2018;8/28/2019;short;yes;;yes;;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;
4385;Oliver;2.33;male;apricot;;medium;Unknown Mix;08/06/2019;08/06/2019;8/22/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4397;Myles;1;male;black;white;small;Bulldog Mix;7/16/2019;7/16/2019;09/02/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1206;Borzi;17.58;male;black;tan;small;Unknown Mix;05/05/2017;05/05/2017;8/28/2019;short;yes;yes;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1187;Momi;8.5;female;gray;;large;German Dog;08/08/2017;08/08/2017;8/28/2019;short;yes;;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
2028;Lili;3.5;female;brown;;large;Cane Corso Mix;07/08/2019;07/08/2019;08/12/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1198;Fitos;0.92;male;black;tan;medium;Unknown Mix;3/14/2019;3/14/2019;8/28/2019;short;;yes;yes;yes;no;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
614;Datolya;1.75;female;apricot;;medium;German Shepherd Dog Mix;8/20/2019;8/20/2019;8/26/2019;medium;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1182;Gubanc;2;female;saddle black;;medium;Unknown Mix;12/30/2017;12/30/2017;8/28/2019;medium;yes;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1200;Marci Papa;12.67;male;brown;white;medium;German Pointer;6/19/2018;6/19/2018;8/28/2019;wirehaired;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
23512;;10.25;male;saddle black;;large;German Shepherd Dog Mix;8/16/2019;8/31/2019;8/16/2019;medium;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23541;;1.25;male;black;tan;medium;Unknown Mix;8/28/2019;09/12/2019;8/28/2019;wirehaired;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1197;Farsang;0.92;male;black;;medium;Unknown Mix;03/02/2019;03/02/2019;8/28/2019;short;;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1212;Miske;2.25;male;black;tan;small;Unknown Mix;8/17/2019;8/17/2019;8/28/2019;medium;no;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1204;Vulpex;3.5;male;brown;white;medium;Unknown Mix;4/15/2018;4/15/2018;8/28/2019;short;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1181;Éliás;9.92;male;black;white;medium;Border Collie Mix;08/04/2019;08/04/2019;8/28/2019;medium;yes;;yes;no;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1202;Öregnéne;11.42;female;brown;white;small;Unknown Mix;12/14/2018;12/14/2018;8/28/2019;medium;yes;yes;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
674;Pinocchio;4.08;male;white;;medium;Unknown Mix;12/11/2018;12/11/2018;7/27/2019;short;yes;;yes;yes;yes;yes;no;;;;;;;;;;;;;;;;;;;;;;;;
2435;Tamara;5.67;female;saddle black;;small;Unknown Mix;02/03/2018;02/03/2018;08/01/2019;short;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
645;Zsiráf;0.58;male;spotty;;medium;Unknown Mix;4/20/2019;4/20/2019;7/20/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;Kunhegyesi Frodo;0.92;male;black;;medium;Greyhound, Labrador Retriever Mix;7/21/2019;7/24/2019;7/23/2019;short;yes;;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
931;Tibi;10;male;white;;small;Dachshund Mix;06/08/2014;07/01/2014;7/26/2019;short;no;;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
668;Tódor;4.25;male;gray;black;small;Dachshund Mix;8/27/2018;8/27/2018;7/27/2019;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4376;Caramell;0.92;male;apricot;;small;Unknown Mix;7/17/2019;7/17/2019;08/07/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
677;Mia;1.58;female;striped;;medium;Unknown Mix;6/23/2019;6/23/2019;7/27/2019;short;yes;yes;yes;yes;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23399;;2.83;male;yellow;brown;medium;Unknown Mix;7/15/2019;7/30/2019;7/15/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
932;Folti_;3;male;brown;white;small;Dachshund, Fox Terrier Mix;12/01/2017;1/20/2018;7/27/2019;short;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
671;Alma;9.92;female;tricolor;;medium;Unknown Mix;05/04/2018;05/04/2018;7/27/2019;short;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1005;Nagyatádi Palkó;0.67;male;black;;small;Greyhound Mix;7/17/2019;7/24/2019;7/23/2019;short;yes;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
1676;Kunhegyesi Zserbó;3.33;female;brown;;small;Dachshund Mix;08/03/2019;08/03/2019;08/04/2019;short;yes;;yes;yes;yes;yes;no;flat;;;;;;;;;;;;;;;;;;;;;;;
672;Dugó;9.17;male;tricolor;;small;Pinscher Mix;8/27/2018;8/27/2018;7/27/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
678;Selli;8.42;female;black;;large;Labrador Retriever Mix;12/05/2018;12/05/2018;7/27/2019;short;yes;;yes;yes;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
669;Bobó;4.17;male;black;;medium;Unknown Mix;4/17/2019;4/17/2019;7/27/2019;short;yes;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
673;Manó;5.75;female;tricolor;;small;Chihuahua Mix;8/27/2018;8/27/2018;7/27/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2434;Füles;7.25;female;golden;;medium;Unknown Mix;08/03/2018;08/03/2018;7/29/2019;short;yes;;yes;yes;yes;;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
675;Suba;2.17;male;yellow;brown;small;Chinese Shar-Pei, Dachshund, Fox Terrier Mix;9/21/2018;9/21/2018;7/27/2019;wirehaired;;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
679;Döme;8.42;male;black;;large;Labrador Retriever Mix;12/05/2018;12/05/2018;7/27/2019;short;yes;;yes;yes;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
4355;Jeraldino;0.75;male;black;;small;Unknown Mix;07/07/2019;07/07/2019;7/13/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3444;Dodó;2.58;male;red;;medium;Unknown Mix;5/29/2019;5/29/2019;07/02/2019;medium;;;yes;yes;;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
4344;Monk;1.83;male;black;;medium;Unknown Mix;6/23/2019;6/23/2019;7/13/2019;short;;;yes;;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
7893;Staffi;2.42;male;yellow;brown;medium;Staffordshire Terrier Mix;07/06/2019;07/06/2019;07/06/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2425;Kiki;9.17;female;black;brown;large;Rottweiler Mix;1/28/2019;1/28/2019;07/10/2019;short;yes;;yes;;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
4350;Kody;1.42;male;black;brown;small;Dachshund Mix;07/04/2019;07/04/2019;7/13/2019;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3446;Fickó;9.92;male;black;brown;small;Dachshund Mix;6/27/2019;08/03/2019;07/02/2019;short;;;yes;;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
1994;Lili;3.5;female;brown;;large;Cane Corso Mix;06/01/2019;06/01/2019;07/05/2019;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2419;Bella;1.42;female;apricot;;small;Unknown Mix;12/10/2018;12/10/2018;07/10/2019;short;yes;;yes;yes;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
521;Kópé;0.83;male;brown;;medium;Unknown Mix;05/08/2019;5/18/2019;07/09/2019;medium;yes;;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;
2428;Melody;1.67;female;gray;black;large;Unknown Mix;2/16/2019;2/16/2019;07/10/2019;short;yes;;yes;yes;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
